model,temperature,seed,bleu_representativeness,folder
gemini-2.5-flash-lite,0.2,123,0.0,termination-crafted
gemini-2.5-flash-lite,0.2,42,0.0912,termination-crafted
gemini-2.5-flash-lite,0.2,999,0.2014,recursive
gemini-2.5-flash-lite,0.2,42,0.0,loops
gemini-2.5-flash-lite,0.2,42,0.0,loop-acceleration
gemini-2.5-flash-lite,0.2,42,0.2146,recursive
gemini-2.5-flash-lite,0.2,123,0.5027,termination-crafted-lit
gemini-2.5-flash-lite,0.2,999,0.0,loop-acceleration
gemini-2.5-flash-lite,0.2,123,0.1759,loop-acceleration
gemini-2.5-flash-lite,0.2,123,0.26,array-fpi
gemini-2.5-flash-lite,0.2,42,0.0,bitvector
gemini-2.5-flash-lite,0.2,999,0.0402,termination-crafted-lit
gemini-2.5-flash-lite,0.2,123,0.0,bitvector
gemini-2.5-flash-lite,0.2,123,0.1305,termination-bwb
gemini-2.5-flash-lite,0.2,42,0.0008,termination-crafted
gemini-2.5-flash-lite,0.2,999,0.0,loop-invgen
gemini-2.5-flash-lite,0.2,999,0.0,bitvector
gemini-2.5-flash-lite,0.2,42,0.204,loops-crafted-1
gemini-2.5-flash-lite,0.2,42,0.2824,termination-crafted
gemini-2.5-flash-lite,0.2,123,0.0216,termination-crafted-lit
gemini-2.5-flash-lite,0.2,999,0.1673,array-fpi
gemini-2.5-flash-lite,0.2,123,0.001,termination-crafted
gemini-2.5-flash-lite,0.2,123,0.3453,loops
gemini-2.5-flash-lite,0.2,999,0.0,termination-crafted
gemini-2.5-flash-lite,0.2,999,0.1886,termination-crafted
gemini-2.5-flash-lite,0.2,999,0.1016,termination-crafted
gemini-2.5-flash-lite,0.2,999,0.0,termination-crafted-lit
gemini-2.5-flash-lite,0.2,42,0.3362,termination-crafted
gemini-2.5-flash-lite,0.2,999,0.1268,loops
gemini-2.5-flash-lite,0.2,123,0.0,loop-invgen
gemini-2.5-flash-lite,0.2,123,0.0853,termination-crafted
gemini-2.5-flash-lite,0.2,999,0.2697,termination-crafted
gemini-2.5-flash-lite,0.2,999,0.0829,array-fpi
gemini-2.5-flash-lite,0.2,42,0.0,loop-invgen
gemini-2.5-flash-lite,0.2,123,0.0895,loops
gemini-2.5-flash-lite,0.2,42,0.2499,termination-crafted
gemini-2.5-flash-lite,0.2,42,0.1339,termination-crafted
gemini-2.5-flash-lite,0.2,42,0.5907,termination-crafted-lit
gemini-2.5-flash-lite,0.2,999,0.3724,array-memsafety
gemini-2.5-flash-lite,0.2,999,0.0,loop-industry-pattern
gemini-2.5-flash-lite,0.2,123,0.1356,array-memsafety
gemini-2.5-flash-lite,0.2,42,0.0852,termination-crafted-lit
gemini-2.5-flash-lite,0.2,123,0.3022,termination-crafted
gemini-2.5-flash-lite,0.2,42,0.0514,bitvector
gemini-2.5-flash-lite,0.2,999,0.5841,termination-crafted
gemini-2.5-flash-lite,0.2,42,0.2709,array-fpi
gemini-2.5-flash-lite,0.2,999,0.3362,termination-crafted
gemini-2.5-flash-lite,0.2,999,0.0723,loops
gemini-2.5-flash-lite,0.2,42,0.3498,array-memsafety
gemini-2.5-flash-lite,0.2,123,0.0003,loop-industry-pattern
gemini-2.5-flash-lite,0.2,42,0.0,termination-nla
gemini-2.5-flash-lite,0.2,999,0.0946,bitvector
gemini-2.5-flash-lite,0.2,42,0.0,termination-nla
gemini-2.5-flash-lite,0.2,123,0.3354,termination-crafted
gemini-2.5-flash-lite,0.2,999,0.0,termination-nla
gemini-2.5-flash-lite,0.2,123,0.0,termination-nla
gemini-2.5-flash-lite,0.2,999,0.0,termination-restricted-15
gemini-2.5-flash-lite,0.2,999,0.1895,loops
gemini-2.5-flash-lite,0.2,123,0.1192,bitvector
gemini-2.5-flash-lite,0.2,42,0.0,termination-restricted-15
gemini-2.5-flash-lite,0.2,123,0.4833,termination-restricted-15
gemini-2.5-flash-lite,0.2,42,0.3367,termination-restricted-15
gemini-2.5-flash-lite,0.2,123,0.0114,termination-nla
gemini-2.5-flash-lite,0.2,42,0.0,loop-industry-pattern
gemini-2.5-flash-lite,0.2,42,0.054,recursive-simple
gemini-2.5-flash-lite,0.2,123,0.0434,termination-restricted-15
gemini-2.5-flash-lite,0.2,123,0.05,recursive-simple
gemini-2.5-flash-lite,0.2,999,0.0001,termination-nla
gemini-2.5-flash-lite,0.2,999,0.1714,recursive-simple
gemini-2.5-flash-lite,0.2,42,0.2734,termination-bwb
gemini-2.5-flash-lite,0.2,123,0.1031,termination-bwb
gemini-2.5-flash-lite,0.2,42,0.1301,loop-acceleration
gemini-2.5-flash-lite,0.2,123,0.164,array-fpi
gemini-2.5-flash-lite,0.2,999,0.4223,termination-restricted-15
gemini-2.5-flash-lite,0.2,999,0.0632,termination-restricted-15
gemini-2.5-flash-lite,0.2,123,0.09,termination-restricted-15
gemini-2.5-flash-lite,0.2,42,0.1377,array-fpi
gemini-2.5-flash-lite,0.2,999,0.1348,termination-bwb
gemini-2.5-flash-lite,0.2,123,0.3942,loops
gemini-2.5-flash-lite,0.2,999,0.5439,loops-crafted-1
gemini-2.5-flash-lite,0.2,123,0.1743,loop-acceleration
gemini-2.5-flash-lite,0.2,999,0.3451,array-fpi
gemini-2.5-flash-lite,0.2,999,0.1592,loop-acceleration
gemini-2.5-flash-lite,0.2,123,0.2668,loops-crafted-1
gemini-2.5-flash-lite,0.2,123,0.3581,termination-crafted-lit
gemini-2.5-flash-lite,0.2,42,0.0002,termination-restricted-15
gemini-2.5-flash-lite,0.2,42,0.3513,loops
gemini-2.5-flash-lite,0.2,42,0.2717,loops-crafted-1
gemini-2.5-flash-lite,0.5,123,0.1402,recursive-simple
gemini-2.5-flash-lite,0.5,999,0.0002,termination-numeric
gemini-2.5-flash-lite,0.5,999,0.0,termination-crafted
gemini-2.5-flash-lite,0.5,42,0.0,termination-nla
gemini-2.5-flash-lite,0.5,123,0.0,termination-numeric
gemini-2.5-flash-lite,0.5,123,0.0,termination-nla
gemini-2.5-flash-lite,0.5,123,0.2836,recursive-simple
gemini-2.5-flash-lite,0.5,999,0.3978,recursive-simple
gemini-2.5-flash-lite,0.5,42,0.1012,recursive-simple
gemini-2.5-flash-lite,0.5,42,0.0,loop-acceleration
gemini-2.5-flash-lite,0.5,999,0.1956,recursive-simple
gemini-2.5-flash-lite,0.5,42,0.0,termination-crafted-lit
gemini-2.5-flash-lite,0.5,123,0.14,loop-acceleration
gemini-2.5-flash-lite,0.5,999,0.0005,loops-crafted-1
gemini-2.5-flash-lite,0.5,123,0.0241,termination-crafted-lit
gemini-2.5-flash-lite,0.5,42,0.1619,recursive-simple
gemini-2.5-flash-lite,0.5,42,0.0001,termination-crafted-lit
gemini-2.5-flash-lite,0.5,123,0.075,recursive-simple
gemini-2.5-flash-lite,0.5,999,0.0,termination-crafted-lit
gemini-2.5-flash-lite,0.5,123,0.0646,termination-crafted
gemini-2.5-flash-lite,0.5,42,0.0,loops
gemini-2.5-flash-lite,0.5,999,0.0316,termination-nla
gemini-2.5-flash-lite,0.5,42,0.2775,recursive-simple
gemini-2.5-flash-lite,0.5,123,0.0447,loops-crafted-1
gemini-2.5-flash-lite,0.5,999,0.0856,termination-crafted-lit
gemini-2.5-flash-lite,0.5,123,0.0233,loops
gemini-2.5-flash-lite,0.5,999,0.0,loops
gemini-2.5-flash-lite,0.5,42,0.0133,loops-crafted-1
gemini-2.5-flash-lite,0.5,999,0.2682,recursive-simple
gemini-2.5-flash-lite,0.5,999,0.2564,loop-acceleration
gemini-2.5-flash-lite,0.5,999,0.115,termination-crafted
gemini-2.5-flash-lite,0.5,42,0.1547,termination-crafted
gemini-2.5-flash-lite,0.5,42,0.1244,termination-numeric
gemini-2.5-flash-lite,0.5,42,0.1832,recursive
gemini-2.5-flash-lite,0.5,999,0.0143,loops-crafted-1
gemini-2.5-flash-lite,0.5,123,0.0105,recursive
gemini-2.5-flash-lite,0.5,123,0.0627,termination-crafted-lit
gemini-2.5-flash-lite,0.5,123,0.1724,termination-crafted
gemini-2.5-flash-lite,0.5,999,0.2179,recursive
gemini-2.5-flash-lite,0.5,123,0.0124,loops-crafted-1
gemini-2.5-flash-lite,0.5,42,0.378,loops-crafted-1
gemini-2.5-flash-lite,0.5,42,0.6072,termination-restricted-15
gemini-2.5-flash-lite,0.5,42,0.1337,recursive-simple
gemini-2.5-flash-lite,0.5,123,0.1883,termination-restricted-15
gemini-2.5-flash-lite,0.5,999,0.2311,loops
gemini-2.5-flash-lite,0.5,999,0.0757,termination-crafted
gemini-2.5-flash-lite,0.5,123,0.0468,recursive-simple
gemini-2.5-flash-lite,0.5,123,0.2361,termination-numeric
gemini-2.5-flash-lite,0.5,123,0.0807,termination-crafted
gemini-2.5-flash-lite,0.5,999,0.0,termination-crafted-lit
gemini-2.5-flash-lite,0.5,42,0.0926,termination-restricted-15
gemini-2.5-flash-lite,0.5,42,0.0,termination-crafted-lit
gemini-2.5-flash-lite,0.5,123,0.0,termination-crafted-lit
gemini-2.5-flash-lite,0.5,999,0.1241,recursive-simple
gemini-2.5-flash-lite,0.5,999,0.0854,termination-numeric
gemini-2.5-flash-lite,0.5,123,0.6238,termination-crafted
gemini-2.5-flash-lite,0.5,42,0.2133,recursive
gemini-2.5-flash-lite,0.5,999,0.1023,termination-restricted-15
gemini-2.5-flash-lite,0.5,42,0.1309,termination-bwb
gemini-2.5-flash-lite,0.5,123,0.1117,loops
gemini-2.5-flash-lite,0.5,999,0.1989,termination-crafted
gemini-2.5-flash-lite,0.5,42,0.1608,loops
gemini-2.5-flash-lite,0.5,999,0.013,recursive
gemini-2.5-flash-lite,0.5,999,0.0,termination-crafted
gemini-2.5-flash-lite,0.5,123,0.0,termination-crafted
gemini-2.5-flash-lite,0.5,123,0.0532,termination-restricted-15
gemini-2.5-flash-lite,0.5,999,0.1778,termination-bwb
gemini-2.5-flash-lite,0.5,42,0.0,array-fpi
gemini-2.5-flash-lite,0.5,42,0.0,termination-crafted
gemini-2.5-flash-lite,0.5,42,0.4991,termination-numeric
gemini-2.5-flash-lite,0.5,123,0.0416,termination-bwb
gemini-2.5-flash-lite,0.5,42,0.0,bitvector
gemini-2.5-flash-lite,0.5,123,0.0,loop-acceleration
gemini-2.5-flash-lite,0.5,999,0.0129,loops
gemini-2.5-flash-lite,0.5,123,0.1945,recursive
gemini-2.5-flash-lite,0.5,123,0.0,bitvector
gemini-2.5-flash-lite,0.5,42,0.0,loop-invgen
gemini-2.5-flash-lite,0.5,123,0.0041,loops
gemini-2.5-flash-lite,0.5,999,0.0305,termination-restricted-15
gemini-2.5-flash-lite,0.5,123,0.0,loop-invgen
gemini-2.5-flash-lite,0.5,999,0.0,bitvector
gemini-2.5-flash-lite,0.5,123,0.0,termination-crafted
gemini-2.5-flash-lite,0.5,42,0.0855,loop-acceleration
gemini-2.5-flash-lite,0.5,123,0.393,array-fpi
gemini-2.5-flash-lite,0.5,999,0.1472,loop-acceleration
gemini-2.5-flash-lite,0.5,999,0.1752,termination-crafted
gemini-2.5-flash-lite,0.5,123,0.3491,termination-crafted
gemini-2.5-flash-lite,0.5,42,0.0001,termination-crafted
gemini-2.5-flash-lite,0.5,999,0.0,loop-invgen
gemini-2.5-flash-lite,0.5,999,0.1609,termination-crafted-lit
gemini-2.5-flash-lite,0.5,42,0.0383,loops
gemini-2.5-flash-lite,0.5,42,0.3097,array-memsafety
gemini-2.5-flash-lite,0.5,999,0.1144,termination-crafted
gemini-2.5-flash-lite,0.5,42,0.092,termination-crafted
gemini-2.5-flash-lite,0.5,42,0.3003,termination-crafted
gemini-2.5-flash-lite,0.5,123,0.0736,termination-crafted-lit
gemini-2.5-flash-lite,0.5,42,0.0069,array-fpi
gemini-2.5-flash-lite,0.5,42,0.0,termination-crafted
gemini-2.5-flash-lite,0.5,123,0.1511,termination-crafted
gemini-2.5-flash-lite,0.5,123,0.2587,termination-crafted
gemini-2.5-flash-lite,0.5,42,0.0,bitvector
gemini-2.5-flash-lite,0.5,999,0.3452,termination-crafted
gemini-2.5-flash-lite,0.5,999,0.0905,termination-crafted
gemini-2.5-flash-lite,0.5,999,0.3252,array-fpi
gemini-2.5-flash-lite,0.5,999,0.0,loop-industry-pattern
gemini-2.5-flash-lite,0.5,999,0.1552,array-fpi
gemini-2.5-flash-lite,0.5,42,0.0,loop-industry-pattern
gemini-2.5-flash-lite,0.5,123,0.2551,array-memsafety
gemini-2.5-flash-lite,0.5,42,0.2121,termination-crafted-lit
gemini-2.5-flash-lite,0.5,42,0.0,termination-nla
gemini-2.5-flash-lite,0.5,999,0.4302,array-memsafety
gemini-2.5-flash-lite,0.5,999,0.0,termination-nla
gemini-2.5-flash-lite,0.5,999,0.1918,bitvector
gemini-2.5-flash-lite,0.5,123,0.051,recursive-simple
gemini-2.5-flash-lite,0.5,42,0.1938,recursive-simple
gemini-2.5-flash-lite,0.5,999,0.0,termination-nla
gemini-2.5-flash-lite,0.5,42,0.0413,termination-crafted
gemini-2.5-flash-lite,0.5,123,0.0,termination-nla
gemini-2.5-flash-lite,0.5,999,0.0794,recursive-simple
gemini-2.5-flash-lite,0.5,42,0.2533,loops
gemini-2.5-flash-lite,0.5,123,0.1566,termination-restricted-15
gemini-2.5-flash-lite,0.5,42,0.5187,termination-restricted-15
gemini-2.5-flash-lite,0.5,42,0.18,termination-crafted
gemini-2.5-flash-lite,0.5,123,0.0,termination-nla
gemini-2.5-flash-lite,0.5,123,0.1169,bitvector
gemini-2.5-flash-lite,0.5,42,0.7547,termination-restricted-15
gemini-2.5-flash-lite,0.5,123,0.0225,termination-restricted-15
gemini-2.5-flash-lite,0.5,42,0.0,loops-crafted-1
gemini-2.5-flash-lite,0.5,42,0.148,termination-restricted-15
gemini-2.5-flash-lite,0.5,123,0.1054,termination-restricted-15
gemini-2.5-flash-lite,0.5,123,0.0245,array-fpi
gemini-2.5-flash-lite,0.5,123,0.0555,array-fpi
gemini-2.5-flash-lite,0.5,999,0.1112,termination-restricted-15
gemini-2.5-flash-lite,0.5,42,0.2241,array-fpi
gemini-2.5-flash-lite,0.5,123,0.3275,termination-bwb
gemini-2.5-flash-lite,0.5,42,0.0,termination-nla
gemini-2.5-flash-lite,0.5,42,0.1056,loop-acceleration
gemini-2.5-flash-lite,0.5,123,0.1825,loops-crafted-1
gemini-2.5-flash-lite,0.5,999,0.0,termination-bwb
gemini-2.5-flash-lite,0.5,42,0.0277,termination-crafted
gemini-2.5-flash-lite,0.5,999,0.6613,termination-restricted-15
gemini-2.5-flash-lite,0.5,999,0.176,loop-acceleration
gemini-2.5-flash-lite,0.5,999,0.4064,loops
gemini-2.5-flash-lite,0.5,42,0.115,termination-bwb
gemini-2.5-flash-lite,0.5,999,0.0338,termination-restricted-15
gemini-2.5-flash-lite,0.5,999,0.2912,array-fpi
gemini-2.5-flash-lite,0.5,123,0.128,loop-acceleration
gemini-2.5-flash-lite,0.5,999,0.515,loops-crafted-1
gemini-2.5-flash-lite,0.5,123,0.0059,loop-industry-pattern
gemini-2.5-flash-lite,0.5,123,0.3487,loops
gemini-2.5-flash-lite,0.8,999,0.0,termination-numeric
gemini-2.5-flash-lite,0.8,123,0.0,termination-crafted
gemini-2.5-flash-lite,0.8,42,0.0,termination-numeric
gemini-2.5-flash-lite,0.8,123,0.0,loops-crafted-1
gemini-2.5-flash-lite,0.8,42,0.0,loops-crafted-1
gemini-2.5-flash-lite,0.8,999,0.0001,termination-crafted
gemini-2.5-flash-lite,0.8,999,0.2014,recursive-simple
gemini-2.5-flash-lite,0.8,123,0.0,loop-acceleration
gemini-2.5-flash-lite,0.8,123,0.0,termination-numeric
gemini-2.5-flash-lite,0.8,42,0.0,termination-nla
gemini-2.5-flash-lite,0.8,123,0.2203,recursive-simple
gemini-2.5-flash-lite,0.8,999,0.1926,recursive-simple
gemini-2.5-flash-lite,0.8,42,0.0999,recursive-simple
gemini-2.5-flash-lite,0.8,42,0.1472,recursive-simple
gemini-2.5-flash-lite,0.8,123,0.0117,termination-nla
gemini-2.5-flash-lite,0.8,999,0.0001,termination-crafted-lit
gemini-2.5-flash-lite,0.8,123,0.0,termination-crafted-lit
gemini-2.5-flash-lite,0.8,42,0.0017,loop-acceleration
gemini-2.5-flash-lite,0.8,999,0.3567,recursive-simple
gemini-2.5-flash-lite,0.8,999,0.0384,loop-acceleration
gemini-2.5-flash-lite,0.8,42,0.0,termination-crafted
gemini-2.5-flash-lite,0.8,123,0.1293,recursive-simple
gemini-2.5-flash-lite,0.8,42,0.0,termination-crafted-lit
gemini-2.5-flash-lite,0.8,999,0.0,termination-nla
gemini-2.5-flash-lite,0.8,999,0.0,termination-crafted-lit
gemini-2.5-flash-lite,0.8,42,0.0,termination-crafted-lit
gemini-2.5-flash-lite,0.8,123,0.0,termination-crafted-lit
gemini-2.5-flash-lite,0.8,123,0.1258,termination-crafted
gemini-2.5-flash-lite,0.8,42,0.0,loops
gemini-2.5-flash-lite,0.8,42,0.1258,termination-crafted
gemini-2.5-flash-lite,0.8,999,0.0103,recursive
gemini-2.5-flash-lite,0.8,999,0.0,loops
gemini-2.5-flash-lite,0.8,123,0.0904,loops
gemini-2.5-flash-lite,0.8,123,0.079,recursive
gemini-2.5-flash-lite,0.8,42,0.0647,loops
gemini-2.5-flash-lite,0.8,42,0.239,recursive
gemini-2.5-flash-lite,0.8,123,0.0,loops
gemini-2.5-flash-lite,0.8,999,0.0333,loops-crafted-1
gemini-2.5-flash-lite,0.8,123,0.2204,termination-crafted
gemini-2.5-flash-lite,0.8,42,0.4233,termination-crafted
gemini-2.5-flash-lite,0.8,123,0.3497,termination-crafted
gemini-2.5-flash-lite,0.8,123,0.6303,termination-restricted-15
gemini-2.5-flash-lite,0.8,999,0.5315,termination-crafted
gemini-2.5-flash-lite,0.8,999,0.2471,loops
gemini-2.5-flash-lite,0.8,999,0.0806,recursive-simple
gemini-2.5-flash-lite,0.8,999,0.0333,termination-crafted
gemini-2.5-flash-lite,0.8,42,0.191,termination-numeric
gemini-2.5-flash-lite,0.8,42,0.0703,recursive-simple
gemini-2.5-flash-lite,0.8,999,0.2508,termination-numeric
gemini-2.5-flash-lite,0.8,123,0.1051,recursive-simple
gemini-2.5-flash-lite,0.8,42,0.0006,termination-bwb
gemini-2.5-flash-lite,0.8,123,0.3717,recursive-simple
gemini-2.5-flash-lite,0.8,123,0.0601,termination-restricted-15
gemini-2.5-flash-lite,0.8,123,0.4382,termination-numeric
gemini-2.5-flash-lite,0.8,999,0.0709,termination-restricted-15
gemini-2.5-flash-lite,0.8,999,0.2371,loops-crafted-1
gemini-2.5-flash-lite,0.8,999,0.0,termination-crafted-lit
gemini-2.5-flash-lite,0.8,999,0.0,recursive
gemini-2.5-flash-lite,0.8,42,0.0274,recursive
gemini-2.5-flash-lite,0.8,999,0.1638,termination-restricted-15
gemini-2.5-flash-lite,0.8,42,0.1397,termination-crafted
gemini-2.5-flash-lite,0.8,42,0.0556,termination-restricted-15
gemini-2.5-flash-lite,0.8,42,0.2386,loops-crafted-1
gemini-2.5-flash-lite,0.8,42,0.0,array-fpi
gemini-2.5-flash-lite,0.8,42,0.0603,recursive-simple
gemini-2.5-flash-lite,0.8,123,0.0004,termination-bwb
gemini-2.5-flash-lite,0.8,999,0.0,termination-crafted
gemini-2.5-flash-lite,0.8,123,0.0,recursive
gemini-2.5-flash-lite,0.8,42,0.0077,loop-acceleration
gemini-2.5-flash-lite,0.8,999,0.0,loop-acceleration
gemini-2.5-flash-lite,0.8,42,0.2168,termination-crafted
gemini-2.5-flash-lite,0.8,42,0.0053,loops
gemini-2.5-flash-lite,0.8,42,0.0257,termination-restricted-15
gemini-2.5-flash-lite,0.8,123,0.0263,loops
gemini-2.5-flash-lite,0.8,999,0.0,bitvector
gemini-2.5-flash-lite,0.8,123,0.0986,termination-crafted-lit
gemini-2.5-flash-lite,0.8,42,0.0,bitvector
gemini-2.5-flash-lite,0.8,123,0.0,loop-acceleration
gemini-2.5-flash-lite,0.8,123,0.1278,termination-crafted
gemini-2.5-flash-lite,0.8,42,0.0,termination-crafted
gemini-2.5-flash-lite,0.8,123,0.0,loop-invgen
gemini-2.5-flash-lite,0.8,123,0.0,termination-crafted
gemini-2.5-flash-lite,0.8,999,0.0,loop-invgen
gemini-2.5-flash-lite,0.8,999,0.0,termination-crafted
gemini-2.5-flash-lite,0.8,999,0.2292,loops
gemini-2.5-flash-lite,0.8,42,0.0026,termination-crafted
gemini-2.5-flash-lite,0.8,999,0.4598,termination-crafted
gemini-2.5-flash-lite,0.8,123,0.1752,termination-crafted
gemini-2.5-flash-lite,0.8,999,0.1886,termination-crafted
gemini-2.5-flash-lite,0.8,999,0.0931,termination-crafted
gemini-2.5-flash-lite,0.8,42,0.0001,termination-crafted
gemini-2.5-flash-lite,0.8,999,0.1329,array-fpi
gemini-2.5-flash-lite,0.8,42,0.1865,array-fpi
gemini-2.5-flash-lite,0.8,123,0.1546,termination-crafted-lit
gemini-2.5-flash-lite,0.8,999,0.2338,termination-crafted-lit
gemini-2.5-flash-lite,0.8,123,0.3497,loops-crafted-1
gemini-2.5-flash-lite,0.8,123,0.1478,array-fpi
gemini-2.5-flash-lite,0.8,42,0.2975,array-memsafety
gemini-2.5-flash-lite,0.8,42,0.0001,termination-crafted-lit
gemini-2.5-flash-lite,0.8,42,0.0,loop-industry-pattern
gemini-2.5-flash-lite,0.8,999,0.1569,termination-crafted
gemini-2.5-flash-lite,0.8,123,0.3133,array-memsafety
gemini-2.5-flash-lite,0.8,123,0.0,loop-industry-pattern
gemini-2.5-flash-lite,0.8,999,0.2983,array-memsafety
gemini-2.5-flash-lite,0.8,42,0.0,loop-invgen
gemini-2.5-flash-lite,0.8,123,0.1276,termination-crafted
gemini-2.5-flash-lite,0.8,42,0.0,termination-nla
gemini-2.5-flash-lite,0.8,999,0.1081,array-fpi
gemini-2.5-flash-lite,0.8,42,0.4368,termination-crafted
gemini-2.5-flash-lite,0.8,999,0.0,termination-nla
gemini-2.5-flash-lite,0.8,42,0.0,termination-nla
gemini-2.5-flash-lite,0.8,42,0.076,bitvector
gemini-2.5-flash-lite,0.8,999,0.0,loop-industry-pattern
gemini-2.5-flash-lite,0.8,42,0.0,termination-restricted-15
gemini-2.5-flash-lite,0.8,123,0.0443,recursive-simple
gemini-2.5-flash-lite,0.8,999,0.1101,recursive-simple
gemini-2.5-flash-lite,0.8,123,0.2873,termination-crafted
gemini-2.5-flash-lite,0.8,999,0.0,termination-nla
gemini-2.5-flash-lite,0.8,123,0.0,termination-restricted-15
gemini-2.5-flash-lite,0.8,123,0.0,termination-nla
gemini-2.5-flash-lite,0.8,42,0.0034,recursive-simple
gemini-2.5-flash-lite,0.8,42,0.5466,termination-restricted-15
gemini-2.5-flash-lite,0.8,999,0.3223,loops
gemini-2.5-flash-lite,0.8,123,0.0,bitvector
gemini-2.5-flash-lite,0.8,999,0.0873,bitvector
gemini-2.5-flash-lite,0.8,999,0.0,termination-bwb
gemini-2.5-flash-lite,0.8,123,0.0436,termination-restricted-15
gemini-2.5-flash-lite,0.8,42,0.2622,termination-bwb
gemini-2.5-flash-lite,0.8,999,0.0478,termination-restricted-15
gemini-2.5-flash-lite,0.8,123,0.145,bitvector
gemini-2.5-flash-lite,0.8,999,0.1531,termination-restricted-15
gemini-2.5-flash-lite,0.8,123,0.1884,termination-restricted-15
gemini-2.5-flash-lite,0.8,123,0.3698,loops
gemini-2.5-flash-lite,0.8,42,0.14,termination-restricted-15
gemini-2.5-flash-lite,0.8,999,0.1033,termination-restricted-15
gemini-2.5-flash-lite,0.8,999,0.4297,loops-crafted-1
gemini-2.5-flash-lite,0.8,999,0.1549,loop-acceleration
gemini-2.5-flash-lite,0.8,42,0.0434,array-fpi
gemini-2.5-flash-lite,0.8,123,0.1647,loop-acceleration
gemini-2.5-flash-lite,0.8,123,0.0699,array-fpi
gemini-2.5-flash-lite,0.8,42,0.1672,loop-acceleration
gemini-2.5-flash-lite,0.8,123,0.1016,loops-crafted-1
gemini-2.5-flash-lite,0.8,123,0.125,termination-bwb
gemini-2.5-flash-lite,0.8,999,0.1477,termination-bwb
gemini-2.5-flash-lite,0.8,42,0.1883,loops-crafted-1
gemini-2.5-flash-lite,0.8,999,0.2123,array-fpi
gemini-2.5-flash-lite,0.8,42,0.1308,termination-crafted-lit
gemini-2.5-flash-lite,0.8,123,0.0472,termination-nla
gemini-2.5-flash-lite,0.8,42,0.1757,loops
gemini-2.5-flash-lite,0.8,123,0.1185,array-fpi
goedel-prover-8b,0.2,999,0.0,termination-crafted
goedel-prover-8b,0.2,123,0.0,termination-nla
goedel-prover-8b,0.2,999,0.0,loops-crafted-1
goedel-prover-8b,0.2,42,0.0,termination-nla
goedel-prover-8b,0.2,42,0.0695,termination-numeric
goedel-prover-8b,0.2,999,0.143,recursive-simple
goedel-prover-8b,0.2,123,0.2239,recursive-simple
goedel-prover-8b,0.2,123,0.136,recursive-simple
goedel-prover-8b,0.2,999,0.001,termination-numeric
goedel-prover-8b,0.2,42,0.0003,termination-crafted
goedel-prover-8b,0.2,123,0.0548,termination-numeric
goedel-prover-8b,0.2,999,0.0,termination-nla
goedel-prover-8b,0.2,42,0.0,loops
goedel-prover-8b,0.2,42,0.2001,recursive-simple
goedel-prover-8b,0.2,999,0.0,loop-acceleration
goedel-prover-8b,0.2,123,0.0003,loops
goedel-prover-8b,0.2,123,0.0187,termination-crafted
goedel-prover-8b,0.2,999,0.0225,loops
goedel-prover-8b,0.2,123,0.0346,termination-crafted-lit
goedel-prover-8b,0.2,123,0.0,termination-crafted-lit
goedel-prover-8b,0.2,123,0.2322,recursive-simple
goedel-prover-8b,0.2,999,0.1079,termination-crafted-lit
goedel-prover-8b,0.2,42,0.1019,recursive-simple
goedel-prover-8b,0.2,42,0.1516,loop-acceleration
goedel-prover-8b,0.2,42,0.0187,termination-crafted-lit
goedel-prover-8b,0.2,123,0.0003,loops-crafted-1
goedel-prover-8b,0.2,123,0.1814,termination-crafted
goedel-prover-8b,0.2,123,0.0002,termination-crafted
goedel-prover-8b,0.2,999,0.0478,loops
goedel-prover-8b,0.2,999,0.0949,termination-crafted
goedel-prover-8b,0.2,999,0.1495,termination-crafted-lit
goedel-prover-8b,0.2,42,0.3258,termination-crafted-lit
goedel-prover-8b,0.2,42,0.0024,loops-crafted-1
goedel-prover-8b,0.2,42,0.2895,termination-crafted
goedel-prover-8b,0.2,123,0.2118,recursive
goedel-prover-8b,0.2,123,0.093,loops-crafted-1
goedel-prover-8b,0.2,42,0.0663,termination-crafted
goedel-prover-8b,0.2,999,0.075,recursive-simple
goedel-prover-8b,0.2,42,0.0565,termination-crafted
goedel-prover-8b,0.2,42,0.1067,loops-crafted-1
goedel-prover-8b,0.2,999,0.0,termination-crafted
goedel-prover-8b,0.2,999,0.0887,termination-restricted-15
goedel-prover-8b,0.2,42,0.3236,termination-restricted-15
goedel-prover-8b,0.2,42,0.1312,recursive-simple
goedel-prover-8b,0.2,999,0.025,termination-crafted
goedel-prover-8b,0.2,123,0.1258,termination-crafted
goedel-prover-8b,0.2,123,0.1013,termination-restricted-15
goedel-prover-8b,0.2,999,0.009,loops-crafted-1
goedel-prover-8b,0.2,42,0.1767,termination-numeric
goedel-prover-8b,0.2,999,0.0,termination-crafted-lit
goedel-prover-8b,0.2,123,0.2356,termination-numeric
goedel-prover-8b,0.2,123,0.0995,recursive-simple
goedel-prover-8b,0.2,999,0.0,recursive-simple
goedel-prover-8b,0.2,42,0.1932,recursive-simple
goedel-prover-8b,0.2,999,0.0,termination-numeric
goedel-prover-8b,0.2,123,0.1971,termination-restricted-15
goedel-prover-8b,0.2,42,0.1815,termination-bwb
goedel-prover-8b,0.2,999,0.0005,termination-bwb
goedel-prover-8b,0.2,999,0.3015,termination-restricted-15
